"ID"	,"REG_NO"	,"CORP_NAME"
"7812"	,"91320612138745603Y"	,南通市通州区利达实业公司
"7813"	,"913206127353260368"	,南通华杰塑料制品有限公司
"7814"	,"91320612717481905A(1/1)"	,南通市通州区金源塑料印花有限公司
"7832"	,"913206231386904977"	,如东县华顺包装厂
"7833"	,"91320623138665849U（1/1）"	,南通市景鑫印刷有限公司
"7835"	,"913206231386601329(1/1)"	,如东银海彩印包装有限责任公司
"7837"	,"91320623769890970H"	,南通市富发纸业有限公司
"7839"	,"91320623749433529A(1/1)"	,南通亿鑫包材干燥剂有限公司
"7840"	,"913206237370989891"	,如东县海洲工艺包装有限公司
"7844"	,"91320682138600279Q（1/1）"	,如皋市柴湾纸制品厂
"7847"	,"913206822520112756"	,如皋市信谊包装印刷有限公司
"7848"	,"913206822520112831"	,如皋市信谊文化用品印刷有限公司
"7850"	,"91320682138647253M"	,如皋市金鼎印刷有限公司
"8524"	,"91320691743931113Q"	,南通市星晨艺术印务有限公司
"8525"	,"92320681MA1RRBL04Y"	,启东市汇龙镇卫杰印刷厂
"7942"	,"913206027333211863"	,南通天马彩印有限公司
"7935"	,"91320602744839108P"	,南通紫丹广告彩印有限公司
"7938"	,"91320684746822684T"	,南通市神隆纸业有限公司
"7963"	,"91320612761546497A"	,南通市通州区盛祥彩印有限公司
"7982"	,"91320684762816815J"	,南通市海门区正大通用设备有限公司
"7955"	,"91320612138345992U"	,南通鑫泰包装彩印有限公司
"7986"	,"91320612772031886C"	,南通天盛彩印包装有限公司
"7999"	,"91320684779694391R（1/1）"	,南通市宇峰包装材料有限公司
"16259"	,"91320692MAC1R7FYX9"	,南通星焰智能科技有限公司
"16264"	,"91320691MA1Q310M17"	,江苏尚影文化传媒有限公司
"16277"	,"91320621MA1MY0MJXP"	,海安鼎诚图文设计有限公司
"16289"	,"91320682MADGY4M28U"	,南通美佳优品包装材料有限公司
"16298"	,"91320684MADHT7C34K"	,南通林沙包装制品有限公司
"16300"	,"91320623MA24UDBM3F"	,南通源彩包装有限公司
"16312"	,"91320612MACC9W057J"	,江苏谷登堡智能科技有限公司
"16319"	,"91320623MA1QETTE7G"	,南通子橙服装有限公司
"16321"	,"91320621MADMYN2A3C"	,南通云泽包装有限公司
"8311"	,"92320681MA1RP2T85U"	,启东市长龙印刷厂
"8315"	,"91320681727420372G（1/1）"	,启东市兴成商标印刷厂（普通合伙）
"8319"	,"91320681608387792E（1/1）"	,启东市汇江印刷厂（普通合伙）
"8320"	,"92320681MA1T22GP8U"	,启东市汇龙镇北上海彩印厂
"8322"	,"92320681MA1T1XTF8P"	,启东市嘉威商标印刷厂
"8324"	,"92320681MA1RPQ9P2G（1/1）"	,启东市通四印刷厂
"8326"	,"92320681MA1RRCDN45（1/1）"	,启东市久隆彩印印刷厂
"8328"	,"913206816776494187（1/1）"	,启东市盛誉印务有限公司
"8331"	,"91320681MA1PAY3K1U（1/1）"	,启东市伟佳彩印厂
"8332"	,"91320681172064367X4"	,启东市腾飞塑料彩印厂（普通合伙）
"8334"	,"913206811388673796"	,启东市海复商标厂
"8335"	,"913206817037620285(1/1)"	,启东宏远彩印有限公司
"12376"	,"91320602MA1M9EEF8X"	,南通墨宇彩印有限公司
"12379"	,"9132068433092875X4"	,南通锐拓包装制品有限公司
"12380"	,"913206847579854626（1/1）"	,南通通缘玻璃制品商行（普通合伙）
"12381"	,"91320681MA1MAWU87P（1/1）"	,启东日达海威包装印刷有限公司
"12386"	,"91320621346281532U"	,南通华腾塑业有限公司
"12412"	,"91320623346499742U(1/1)"	,南通富缘森印务有限公司
"12425"	,"91320681MA1MAM4U4W（1/1）"	,启东市永利彩印包装有限公司
"12433"	,"913206123390854292"	,南通爱霖包装制品有限公司
"12439"	,"91320621067635190X"	,南通力伦包装有限公司
"12446"	,"913206216776315849"	,海安金通新材料科技有限公司
"14099"	,"91320684069495953E"	,江苏恒尚包装科技有限公司
"14103"	,"91320682MA214KLG2A"	,南通杰锐凯信息科技有限公司
"14110"	,"91320623550292714T"	,如东县东建图文有限公司
"14115"	,"91320621MA215N0Q49"	,海安博文包装制品有限公司
"14120"	,"91320682MA20QU4R0L"	,南通市勤磊包装材料科技有限公司
"14121"	,"91320602MA1YW6XE59"	,南通阔鸿信息科技有限公司
"14122"	,"91320621MA20ENQJ02"	,海安恒峰包装有限公司
"14127"	,"320682790886060X"	,如皋市丛盛包装材料有限公司
"14128"	,"91320682MA2192DD5L"	,如皋市双平印刷有限公司
"8047"	,"913206826600772652"	,如皋市鑫鼎包装材料有限公司
"8048"	,"913206237786770203(1/1)"	,南通昊月包装有限公司
"8051"	,"91320684MA1NDE6QX5"	,南通市锦华印务有限公司
"8053"	,"91320682666849692K"	,南通飞剑包装印刷有限公司
"8055"	,"91320611767356088Y"	,南通五山包装制品有限公司
"8056"	,"91320682252018944A"	,南通恒鑫新材料有限公司
"8058"	,"913206846668406982"	,南通夏克塑料包装有限公司
"8059"	,"91320602764170923P(1/1)"	,南通盛宏包装材料有限公司
"8543"	,"91320602673931248Y"	,南通德彩印刷有限公司
"8060"	,"9132068466964158X1"	,南通市华萱纸箱有限公司
"13902"	,"320982000201810220075"	,盐城市大丰新中德包装有限公司
"13916"	,"91320981MA1YN7207D"	,东台市晨红包装有限公司
"13999"	,"91320921066283541R"	,盐城圣恩包装有限公司
"14011"	,"320928000201910140138"	,盐城市盐都区甲寅纸箱有限公司
"14094"	,"320922000201711300036"	,江苏诚科印刷科技有限公司
"14146"	,"320982000201912120081"	,大丰区三圩栋萍办公用品经营部
"14149"	,"320982000201809210101"	,盐城市大丰顺成印务有限公司
"14187"	,"91320925MA1WK2D80T"	,江苏鸿洋包装印刷有限公司
"14188"	,"320925000201912190021"	,盐城新一包装有限公司
"14189"	,"320925000202005190123"	,盐城鼎联科技有限公司
"8037"	,"913206827945548643"	,南通瑞普彩印包装有限公司
"8041"	,"913206827945550070"	,南通润华包装彩印有限公司
"8050"	,"91320684796103370C"	,南通魅莱印刷包装有限公司
"8542"	,"91320611668395102C"	,南通盛源印务有限公司
"8073"	,"913206007439128017"	,南通漫游通艺术包装有限公司
"8113"	,"913206216979341958"	,南通华星彩印有限公司
"8120"	,"91320682672013090D"	,如皋市超越纸制品有限公司
"8138"	,"91320602761534947U"	,南通有为印务有限公司
"8554"	,"913206126657945890"	,南通市森林包装印务有限公司
"8214"	,"91320612734428225A"	,南通市通州区平潮红光印刷厂
"13080"	,"91320621MA1T6GFH64"	,南通纸锦印刷有限公司
"13133"	,"91320602MA1M9CPH9P(1/1)"	,南通中成彩印包装有限公司
"13136"	,"91320623MA1P5AP21L"	,南通港惠印刷厂
"13145"	,"91320611MA1WACT773"	,南通亿发印刷有限公司
"13160"	,"91320692MA1QEQHAXW"	,南通君臣包装科技有限公司
"13161"	,"91320681MA1Q1PPB5U（1/1）"	,启东市隆泰纸箱厂
"13183"	,"91320612555874692N"	,南通通州区华艺包装材料有限公司
"13184"	,"913206845592802428（1/1）"	,南通雪龙纸箱有限公司
"13203"	,"913206235580702945"	,如东力裹包装材料厂（普通合伙）
"8336"	,"92320681MA1T2084XD"	,启东市君元印刷有限公司
"8339"	,"92320681MA1P063R8R（1/1）"	,启东市新华工艺美术印刷厂
"8340"	,"92320681MA1T214F75"	,启东市海复镇镇西印刷厂
"8342"	,"91320681744841806L（1/1）"	,启东市金海彩印工贸有限公司
"8343"	,"91320681763592841D (1/1)"	,启东市东方彩印厂（普通合伙）
"8344"	,"92320681MA1T2T1YXC（1/1）"	,启东市江夏塑料模具厂
"8345"	,"91320681742482459U"	,启东市七彩印务有限公司
"8349"	,"92320684MA1ND4X1XL (1/1)"	,海门德利印刷厂
"8354"	,"92320684MA1NEJDR1Q"	,海门区晓菊烫金加工厂
"8357"	,"91320684138801919K(1/1)"	,南通市王浩印刷厂
"11409"	,"91320684067665672X"	,南通森翔包装制品有限公司
"11491"	,"91320681061810250Q（1/1）"	,启东睿志铝制品包装有限公司
"11492"	,"91320681665765462G（1/1）"	,启东祥和包装材料有限公司
"11493"	,"9132068459112651XT"	,南通旭辉包装制品有限公司
"11494"	,"91320612562990915D"	,南通双渡包装制品有限公司
"11530"	,"91320682071048757P"	,南通协诚包装材料有限公司
"11552"	,"91320602689607661M"	,南通渔舟唱晚实业发展有限公司
"11562"	,"91320611769876431k"	,南通卓越数码科技有限公司
"11568"	,"913206810815443248（1/1）"	,启东市佳昱标牌有限公司
"11571"	,"91320684744828775H（1/1）"	,南通传人印务包装有限公司
"14129"	,"91320684MA2129R84R"	,南通环虹印刷有限公司
"14131"	,"320682666202004170175"	,南通市德隆包装材料有限公司
"14158"	,"91320623793315239U"	,南通中瑞包装有限公司
"14163"	,"913206827564178348"	,南通市亚星纸制品有限公司
"14165"	,"91320682MA1R8FL52Q"	,如皋市天宇纸箱包装有限公司
"14177"	,"320682666202005180161"	,如皋市银泰包装箱厂
"14186"	,"91320692MA1P38DH1B"	,江苏美胜服饰辅料有限公司
"14196"	,"91320623MA20PX6EXN"	,南通嘉恒包装材料有限公司
"14207"	,"91320623MA1RAHM20L"	,如东睿彩印务有限公司
"14211"	,"91320682MA1WLL0F2A"	,如皋尊典包装制品有限公司
"14230"	,"91320612MA2101PC1N"	,南通甜悦包装装潢印刷有限公司
"6306"	,"913205947933408057"	,大阪希琳阁印刷(苏州)有限公司
"16104"	,"91320583MA1MYJ0H5U"	,昆山客意森包装材料有限公司
"16112"	,"913205827965115008"	,张家港市嘉伟包装材料厂
"16114"	,"91320581MA1Y1U7B1U"	,常熟市亚鼎包装有限公司
"16115"	,"91320500MA27FD370M"	,华亚达包装材料（苏州）股份有限公司
"16116"	,"9132050774556939X6"	,苏州市金泰纸业有限公司
"16137"	,"91320581074721185H"	,常熟市聚伟包装材料有限公司
"16152"	,"91320509MAD8D57L95"	,三隆（苏州）包装科技有限公司
"16158"	,"913205063019256130"	,苏州希沃印刷科技有限公司
"7705"	,"91320621138583683K"	,海安报社印刷厂有限公司
"7712"	,"913206127206286134（1/1）"	,南通市现代印务有限责任公司
"7714"	,"91320684138802938R"	,海门市三和印刷厂
"7734"	,"9132061278338189XB"	,南通亮鑫塑料制品有限公司
"7735"	,"913206121387457853(1/1)"	,南通市石港塑料厂有限公司
"7736"	,"913206123389648785"	,南通易鑫彩印厂
"8216"	,"913206121387166420（1/1）"	,南通市通州区五窑文化用品印刷厂
"8219"	,"9132061273532601XD（1/1）"	,南通市通州区五窑青年彩印厂
"8220"	,"913206127307382932"	,南通市通州区正华彩印厂
"8221"	,"913206121383937750（1/1））"	,南通市通州区五窑初中印刷厂
"8224"	,"92320612MA1RXE4C5A"	,通州区忠义兴亚印刷厂
"14457"	,"91320681MA1YP1CN3D"	,江苏铨通印数字印刷有限公司
"14458"	,"91320681MA1P94773Q"	,启东市中天印刷有限公司
"14461"	,"9132060255026529X5"	,南通东方红服装辅料有限公司
"14471"	,"91320623MA228KPL1F"	,南通君达包装制品有限公司
"14478"	,"91320602MA231MWA48"	,南通大腾彩印有限公司
"14484"	,"913206815754440169"	,南通鲁皖塑料制品有限公司
"14485"	,"91320681MA1T7MC85F"	,南通居梦格纺织品有限公司
"14489"	,"91320621MA20C43R76"	,南通艺迪印刷科技有限公司
"14497"	,"91320602583723461Y"	,南通鑫铭服装辅料有限公司
"13214"	,"91320682MA1NR0WN9W"	,南通嘉丰包装印务有限公司
"13226"	,"91320612339138551K（1/1）"	,南通迈乐包装材料有限公司
"13282"	,"91320682566802176L"	,如皋市苏裕包装材料有限公司
"13285"	,"91320682MA1NG70L8M"	,如皋三祥纸制品有限公司
"13303"	,"91320681MA1MNU7R1T"	,大伟塑料制品（启东）有限公司
"13305"	,"91320621MA1WW6QA67"	,海安三泰印刷厂
"13312"	,"91320612674418593H"	,南通正阳包装制品有限公司
"13324"	,"91320621MA1WB2P60"	,江苏威世登新材料科技有限公司
"13329"	,"91320621673020970B"	,南通正华包装有限公司
"13346"	,"91320684MA1MP5ND1P(1/1)"	,南通市海易电器有限公司
"13352"	,"91320612MA1W90J83A"	,南通万兴包装制品有限公司
"15216"	,"913206121383495632"	,南通市通州区金红电珠彩印有限公司
"15892"	,"91320682MACQ9YFE4H"	,如皋市金诺设计有限公司
"15907"	,"91320691MACM5G4K9W"	,高登利盛南通科技有限公司
"15938"	,"91320621793329294A"	,海安华夏广告传媒有限公司
"15950"	,"91320621055239238A"	,南通世邦广告传媒有限公司
"15965"	,"91320602788368133F"	,南通友信包装制品有限公司
"15968"	,"92320621MA1Q1G3R1R"	,海安非凡文印社
"16020"	,"913206215580686967"	,海安盛鼎包装有限公司
"16034"	,"91320681MACRNRRT12"	,江苏秀卡科技有限公司
"11572"	,"913206210782342102"	,海安鸿博包装材料有限公司
"11598"	,"91320612058651471M"	,南通三彩包装有限公司
"11599"	,"9132068407630203XB"	,南通天业纸制品有限公司
"11613"	,"91320623564347923Y"	,如东海鑫塑业有限公司
"11614"	,"91320681086947675G（1/1）"	,启东市泰丽印刷有限公司
"11626"	,"91320691060218749K"	,南通奔腾印刷有限公司
"11637"	,"91320602089399790K"	,南通飞鸿彩印有限公司
"11653"	,"913206215537879233"	,海安华玲包装有限公司
"11663"	,"91320602091537961P"	,南通鑫隆印务有限公司
"13702"	,"91320691M9A5N5Q"	,南通创美印刷有限公司
"13714"	,"9132062307273103XH"	,南通祥腾包装材料有限公司
"13715"	,"91320682MA1YK01EXF"	,如皋市洲啸印刷有限公司
"13720"	,"91320602MA1QF7T24U"	,南通美吉彩印有限公司
"13724"	,"91320682579466546X"	,南通市惠众包装制品有限公司
"13725"	,"913206820586358426"	,如皋市盛腾包装材料厂
"13732"	,"91320682MA1WNC1D99"	,南通海玲包装有限公司
"13733"	,"91320684MA1WADKQ8Y"	,南通亿泰包装制品有限公司
"13734"	,"91320611MA1YAPXB2D"	,南通品厚包装制品有限公司
"13737"	,"91320682MA1WJQ8N19"	,南通利合包装有限公司
"13739"	,"91320682MA1M99RM4X"	,南通鼎盛包装材料有限公司
"16162"	,"913205097222085673"	,吴江神通铝塑复合材料厂
"16163"	,"91320583MAD9M1EC9D"	,江苏美乐锦科技有限公司
"16172"	,"913205065754126398"	,苏州市博海图文设计有限公司
"16183"	,"91320583MAD71U8M54"	,昆山新益民印刷有限公司
"16190"	,"91320583MABPEE2QX3"	,德思鑫电子科技（苏州）有限公司
"16202"	,"91320582MA1MKBA956"	,苏州轩欣包装有限公司
"16203"	,"91320506770538835C"	,苏州天立达精密科技股份有限公司
"16224"	,"91320500MA1Y9G7P1C"	,苏州航拓新材料科技股份有限公司
"16230"	,"91320583MA1MRYFR59"	,昆山弘和富包装材料有限公司
"16238"	,"91320509789069936U"	,吴江市小叶包装材料厂
"16239"	,"913205077624023809"	,苏州市普济塑料有限公司
"8478"	,"9132060274245962X0"	,南通正光印刷有限公司
"8479"	,"91320611748745790C"	,南通市顺发印刷有限公司
"8480"	,"91320602138437360A"	,南通市崇川区虹桥印刷厂
"8481"	,"9132060283842208XQ(1/1)"	,南通市新中彩印有限公司
"8482"	,"913206021384370884"	,南通市崇川区飞腾印刷有限公司
"8483"	,"91320602742459881T"	,南通市通大印务有限公司
"8484"	,"91320602X08363367F"	,南通市崇川区蓝强彩印厂
"8485"	,"91320602781260090Y"	,南通佳信彩印有限公司
"8486"	,"91320602138437520H(1/1)"	,南通市崇川凹凸彩印有限公司
"8488"	,"91320691138407292K"	,南通开发区锦龙印刷有限公司
"7815"	,"913206121387329763"	,南通市通州区永中彩印厂
"7819"	,"913206127859973728"	,南通市通州区姜灶兴广印刷厂
"8254"	,"91320602X29203805Q"	,南通集隆印务有限公司
"8359"	,"91320612138713513L"	,南通市通州区平潮印刷有限公司
"8361"	,"913206127337464320"	,南通市通州区建林纸制品厂
"8368"	,"91320612838719502B"	,南通市腾翔印刷厂
"8372"	,"91320612138735122R"	,南通市通州区荣欣包装箱有限公司
"8380"	,"91320612778694226W"	,南通市统业机械制造厂（个人独资）
"8381"	,"91320612138727528R"	,南通市通州区第三印刷厂
"8383"	,"92320612MA1NDYN18E（1/1）"	,通州区骑岸镇霞光印刷厂
"14588"	,"91320681MA21QQ6F5K"	,启东悦忆服装有限公司
"14593"	,"91320681MA1P2LEE35"	,江苏建中医用材料有限公司
"14594"	,"91320681725218592E"	,启东市振华工艺美术有限公司
"14595"	,"91320681MA22H0HU9R"	,启东市远方包装制品有限公司
"14598"	,"91320623MA2356XJ20"	,南通四玺彩印包装有限公司
"14601"	,"91320600MA1X5D1U3J"	,南通恒美包装股份有限公司
"14603"	,"91320612MA1W4CT4X4"	,南通晶悟包装制品有限公司
"14617"	,"91320600MA1T662P1B"	,江苏澳安科技有限公司
"14627"	,"91320621MA1YC06F64"	,丝艾工业科技（海安）有限公司
"14628"	,"913206210869387608"	,齐克庞德电子（江苏）有限公司
"16078"	,"91320621MAD5Y6KH37"	,海安大江包装材料有限公司
"16079"	,"91320621MAD4BK4T1D"	,海安汇润包装材料有限公司
"16086"	,"91320684MACXA4NX02"	,南通美感邦新材料科技有限公司
"16087"	,"91320684MACKGLWJ01"	,南通亿力达纸制品包装有限公司
"16106"	,"91320600MA267MF693"	,南通朗杰信息科技有限公司
"16107"	,"91320681MA1MLTBQ56"	,启东家辰包装材料有限公司
"16108"	,"91320681MA2205H20L"	,启东龙昕包装材料有限公司
"16129"	,"91320600MA1XP0J22K"	,南通君信印刷科技有限公司
"16130"	,"91320621MAC98YMF61"	,海安凯鑫森包装彩印有限公司
"16135"	,"91320623MAD0D2AA29"	,南通科立威包装材料有限公司
"7851"	,"913206827344399527(1/1)"	,如皋市欣欣纸制品有限公司
"7852"	,"91320682X0834705XT"	,南通金冠工艺品有限公司
"7853"	,"9132068271687853XC"	,如皋市永发复合包装厂
"7854"	,"91320682728725426X"	,如皋市轶华彩印有限公司
"7855"	,"9132068273375247XY"	,南通华兰彩印有限公司
"7856"	,"91320682736513677U"	,如皋市金利工贸有限公司
"7858"	,"91320682138410432W"	,南通佳艺彩印有限公司
"7859"	,"91320682138418047G"	,如皋市光辉纸制品有限公司
"7860"	,"9132068273707221XK"	,南通市明峰包装有限公司
"13740"	,"91320682MA1YLAAG6D"	,如皋市君尧印刷有限公司
"13743"	,"91320682MA1YNC067B"	,如皋市海霞纸箱厂
"13748"	,"91320684MA1YJBAQXH（1/1）"	,南通悦铭包装科技有限公司
"13750"	,"91320612MA1YMPU41B"	,南通瑞润包装制品有限公司
"13751"	,"91320612MA1YM9BK8G"	,南通市通州区建轩印刷有限公司
"13753"	,"91320682MA1XBQM85D"	,如皋市润弘包装材料有限公司
"13755"	,"91320623MA1Y8U7F2E"	,南通鑫科包装有限公司
"13760"	,"91320612MA1UW3HR8U"	,南通英明包装制品有限公司
"15454"	,"91320682MA1XXCW64L"	,南通邦林包装材料有限公司
"15471"	,"91320681MA26JFUQ4E"	,启东华宸纸箱包装有限公司
"15472"	,"91320681MA7F2TKG19"	,启东市欣盛包装材料有限公司
"15484"	,"91320602788369574L"	,南通蓝博标签有限公司
"15485"	,"91320691MA1YRRNP1D"	,龙璟文创（江苏）有限公司
"15505"	,"320621666202210210115"	,南通栋翔包装有限公司
"15518"	,"91320602MA27RECC7A"	,美之璟智能标签（南通）有限公司
"15520"	,"91320621MABY99UW4A"	,南通越丽包装印刷有限公司
"15521"	,"320621666202210190102"	,南通航越包装制品有限公司
"15522"	,"91320621MA1X1B5P0U"	,海安鸿益通包装有限公司
"15523"	,"91320621MA20BTWK75"	,海安市如平包装用品有限公司
"15531"	,"91320623MA21DDGBXX"	,南通万贵包装材料有限公司
"8489"	,"9132061113851205X2"	,南通市幸福印刷包装厂
"8491"	,"91320611730735017N"	,南通市崇川新业印刷厂
"8493"	,"9132060213843483XP"	,南通市崇川振通印刷厂
"8494"	,"91320602761535501M"	,南通天达彩印有限公司
"8036"	,"91320602138439585M"	,南通华盛彩印有限公司
"8496"	,"92320611MA1RR794XQ"	,港闸区强生印刷厂
"8497"	,"913206027462068737"	,南通华荣彩印有限公司
"8498"	,"91320602567837928Q"	,南通嘉豪印务有限公司
"8503"	,"92320681MA1T22PE51（1/1）"	,启东市彩印厂
"8504"	,"91320681720643661C（1/1）"	,启东市聚发工艺品厂
"8510"	,"91320682738279474M"	,如皋市诚信印刷厂
"8511"	,"91320682MA1NONBL48(1/1)"	,如皋市鑫远印刷厂
"8093"	,"9132062369552730XQ"	,南通勤源包装有限公司
"8094"	,"913206211385590696"	,海安县弘宇纸业有限公司
"8096"	,"91320612754605102D"	,南通峰达贸易有限公司
"8102"	,"91320623687180502C"	,南通向美包装制品有限公司
"8101"	,"91320623138671528G"	,如东县江海外贸包装有限公司
"8103"	,"91320602695466404Q"	,南通朗胜印刷有限公司
"8104"	,"91320682787696434R"	,南通庞蓉包装材料有限公司
"8105"	,"913206126979355186(1/1)"	,南通伊美特纺织科技有限公司
"8106"	,"913206026896018098"	,南通远东文化传媒有限公司
"14396"	,"91320623MA22HTBR55"	,南通万盛包装有限公司
"14400"	,"91320602MA2283L75C"	,南通至臻图文广告有限公司
"14404"	,"91320681720643573X"	,启东市顺隆纸箱包装厂（普通合伙）
"14407"	,"91320681MA21Q8FW27"	,南通福泽包装科技有限公司
"14409"	,"91320612MA21JGW10C"	,海佳标签制品（南通）有限公司
"14422"	,"91320621MA22DM484Q"	,瀚硕标签印刷南通有限公司
"14423"	,"9132060256779425L"	,南通创源服装辅料有限公司
"14424"	,"913206845502219320"	,江苏新丰溢复合材料有限公司
"14429"	,"92320623MA1W8NL08Y"	,如东县东俊包装材料厂
"14446"	,"91320682MA22WB7G23"	,南通勤达印刷有限公司
"14454"	,"91320612MA20PUGJ60"	,南通九益彩印包装有限公司
"16333"	,"91320506MADDLC501N"	,苏州市丰朔包装材料有限公司
"16344"	,"91320582MA20W9YR7M"	,张家港市博元包装科技有限公司
"16348"	,"91320506MAD99UTX42"	,殴姆泰酷印刷新材料（苏州）有限公司
"16354"	,"91320582MADN9X633L"	,江阴市烨峰包装科技有限公司张家港分公司
"16358"	,"913205063461364905"	,苏州联茂新材料有限公司
"16364"	,"91320509MACDYNY64Y"	,苏州中烁纸箱包装有限公司
"16368"	,"91320581MA7KUY0D0T"	,常熟通通印包装科技有限公司
"16371"	,"91320582MADL633MXE"	,张家港市永乐包装有限公司
"16372"	,"91320581MACKC8100Y"	,常熟泉能包装科技有限公司
"7863"	,"91320682252022214U"	,如皋市新叶包装有限公司
"7864"	,"913206821386182761（1/1）"	,如皋市下原福利包装有限公司
"7865"	,"91320682138617601R"	,如皋市黄市纸箱包装厂
"7866"	,"913206821386278349"	,南通亮典彩印包装有限公司
"7873"	,"91320621138566509E"	,海安荣氏纸业有限公司
"7874"	,"91320621138586892J"	,南通市东方包装有限公司
"7875"	,"913206211385383641"	,海安县常乐包装有限公司
"7877"	,"91320621767367537H"	,海安县新亚印务包装有限责任公司
"7879"	,"913206217673676843"	,海安明新包装有限公司
"8242"	,"913206911387331946"	,南通开发区胜达印刷有限公司
"8244"	,"91320602251832186X"	,南通时浪印刷有限公司
"7809"	,"913206127251935081"	,南通市通州区金鑫包装厂（普通合伙）
"8374"	,"92320612MA1RYBRR1L"	,通州银河印刷厂
"7902"	,"91320612138741901W"	,南通东鼎彩印包装厂
"8049"	,"91320612667639304C"	,南通市通州区飞隆印刷有限公司
"8052"	,"913206826763774737"	,南通市鑫球包装有限公司
"8393"	,"91320623588458345K"	,如东县天明印刷厂
"8468"	,"92320621MA1RRLLR2N"	,海安县恒力印刷厂
"8062"	,"913206025899550012"	,南通运通印务有限公司
"8115"	,"9132062157038785X8"	,南通市金印彩色印刷有限公司
"14751"	,"91320681MA1NWJGN6A"	,启东市沁霏包装制品有限公司
"14753"	,"91320621MA252LAQX4"	,南通箱多多包装科技有限公司
"14754"	,"91320681MA1PYNT045"	,江苏申易包装制品有限公司
"14755"	,"91320681MA22Y0FDXJ"	,启东市飞腾包装纸箱厂
"14761"	,"91320623MA263YGA99"	,如东利阳包装制品有限公司
"14780"	,"91320691089376556E"	,南通科汇新材料科技有限公司
"14789"	,"91320682MA224E5D0A"	,如皋市尚源包装有限公司
"14790"	,"91320623MA25U66118"	,如东祥运包装制品有限公司
"14793"	,"91320623MA1YJAG02L"	,南通梦迪新材料科技有限公司
"14796"	,"91320612MA264G300X"	,南通秦堡堂包装有限公司
"14799"	,"91320684MA1XQG8G6N"	,南通展邦包装制品有限公司
"7722"	,"913206001382975729"	,南通环球包装装璜有限公司
"7723"	,"91320602730121242G"	,南通新概念彩印有限公司
"7730"	,"913206847185538869"	,南通市海门开源印刷厂
"7731"	,"91320684726531687Q(1/1)"	,南通市顺益印刷厂
"7738"	,"91320623728707981H (1/1)"	,南通中亚包装印务有限公司
"7739"	,"913206821385953267（1/1）"	,如皋市林梓印刷厂
"8164"	,"91320602733776762U"	,南通同心达彩印有限公司
"8165"	,"91320602MA1MD50B3Q"	,南通市崇川城南江东彩印厂
"8170"	,"91320691X0831686XU"	,南通市开发区兴源印刷厂
"8107"	,"91320682746811248G"	,如皋市双益纸业有限公司
"8108"	,"91320681554653994R（1/1）"	,启东市金利达包装有限公司
"8109"	,"91320681550205422L（1/1）"	,启东市恒发纸品有限公司
"8110"	,"91320621694544140E"	,海安县润泽包装工艺有限公司
"8111"	,"913206816944926009（1/1）"	,南通盛天包装制品有限公司
"8112"	,"91320612551206101X"	,南通威尔普彩色印刷有限公司
"8114"	,"913206217737602120"	,海安市华盛包装有限公司
"8117"	,"91320681795390478E"	,启东姚记扑克实业有限公司
"8119"	,"91320682552453657T"	,南通领航纸品有限公司
"8116"	,"91320621561790938E"	,海安运城制版有限公司
"8127"	,"91320623735304873G(1/1)"	,南通市众兴印刷有限公司
"14236"	,"3206210001711020016"	,南通宝滕包装制品有限公司
"14242"	,"91320682MA1WHQBH0A"	,如皋市伟佳包装制品有限公司
"14243"	,"91320623MA21GETD86(1/1)"	,南通翔伟包装有限公司
"14254"	,"91320621061854739X"	,荣之杰包装材料海安有限公司
"14256"	,"91320621MA1YR5Y15K"	,南通科泰包装有限公司
"14260"	,"91320684MA21X845XN"	,南通市立豪纸箱包装有限公司
"14263"	,"91320682MA1WTGY30K"	,如皋久润包装材料有限公司
"14264"	,"91320682MA21XJAQXP"	,如皋皋开印刷有限公司
"14267"	,"91320684MA21GN001L"	,南通市海盛包装制品有限公司
"8153"	,"91320602552466386B"	,南通泽成印务有限公司
"8129"	,"91320682553777944U"	,如皋市森原包装材料有限公司
"7688"	,"913206127635670725"	,南通华民彩印有限公司
"7719"	,"91320691138405166Q"	,南通天合包装有限公司
"7725"	,"91320681138854295Q"	,启东市纸箱厂（普通合伙）
"7737"	,"91320623725187984N(1/1)"	,南通莱斯印务有限公司
"8169"	,"91320691138407110F"	,南通开发区江华印务有限责任公司
"8197"	,"91320684138802532G（1/1）"	,南通市晟廷印刷厂（普通合伙）
"7694"	,"913206001383060886"	,南通市星光电脑排版印刷厂
"7747"	,"91320602737801419C"	,南通胜大工贸有限公司
"7750"	,"9132061225187380XA"	,南通永盛印刷复合有限公司
"8057"	,"913206126613335581"	,南通圣达威包装制品有限公司
"12451"	,"913206825884460963"	,南通隆程包装材料有限公司
"12452"	,"9132069106016893X0"	,五福包装制品（南通）有限公司
"12454"	,"9132682672027169G"	,南通顺玛工贸有限公司
"12465"	,"91320684MA1MB4HG93"	,南通名派彩印有限公司
"12474"	,"91320623585598879E(1/1)"	,如东宏发工艺品有限公司
"12476"	,"913206113546068197"	,南通印客文化科技产业发展有限公司
"12489"	,"91320612MA1MJGNE7T"	,南通市通州区腾飞纸箱厂
"12508"	,"91320681MA1MKB85XP（1/1）"	,启东市万达彩印包装有限公司
"13166"	,"91320583666382009N"	,昆山华益顺包装材料有限公司
"13181"	,"320582000201803200291"	,张家港市博一服装辅料有限公司
