"ID"	,"REG_NO"	,"CORP_NAME"
"1815"	,"913202052505265901"	,无锡市长江商务印刷有限公司
"2714"	,"91320205761046564X"	,无锡鑫磊包装印刷材料有限公司
"2717"	,"9132020662828108X7"	,无锡市伟诚薄膜有限公司
"3424"	,"91320282740658799P"	,宜兴市腾达印刷有限公司
"3425"	,"320282600046286"	,宜兴市官林华峰印刷厂
"3428"	,"91320282250428739E"	,宜兴市新芳成耀印刷厂
"3434"	,"320282600024688"	,宜兴市高塍彩印厂
"3436"	,"91320282628368580H"	,宜兴市天成特种印刷厂
"3437"	,"913202821428345109"	,宜兴市丁蜀镇三洞包装用品厂
"3440"	,"320280000043434"	,无锡市润驰彩印厂
"3441"	,"913202826283629041"	,宜兴市鸿翔彩印厂
"3443"	,"913202822502340451"	,宜兴市丁蜀镇湖光印刷厂
"3444"	,"92320282mAlN2Q175B"	,宜兴市横山彩印厂
"3447"	,"320282000048166"	,宜兴市新街兴云彩印厂
"3448"	,"320282600059348"	,宜兴市太华盛达印刷厂
"3454"	,"91320282142850668F"	,宜兴市茗岭彩印有限公司
"3456"	,"320282000173931"	,宜兴市光辉纸塑印刷厂
"3457"	,"91320282703530286F"	,宜兴市木石仪表配件厂
"3458"	,"91320282250312373K"	,宜兴市丰义富华包装材料厂
"3459"	,"91320282718689396H"	,宜兴市展览印刷厂
"3460"	,"320282000364802"	,宜兴市正辉包装有限公司
"3461"	,"320282600033759"	,宜兴市高塍镇亳村印刷厂
"3462"	,"91320282733759321B"	,宜兴市张渚兴盛包装厂
"2545"	,"320282000020076"	,宜兴市恒通印铁包装制品有限公司
"2547"	,"320282000091683"	,无锡市鑫威铁塑包装有限公司
"2548"	,"91320282744812765U"	,无锡市森隆包装彩印有限公司
"2550"	,"320282000201711150239"	,宜兴市华裕塑料包装有限公司
"2551"	,"913202822504616193"	,无锡市陶都川埠印刷包装厂
"2554"	,"320282000167847"	,宜兴市翔晟塑业有限公司
"2562"	,"320282000006752"	,宜兴市强恒印铁制罐有限公司
"2565"	,"91320282728995610C"	,宜兴市华极印铁制罐有限公司
"2566"	,"91320282628361717Q"	,宜兴市阳光印铁制罐有限公司
"2568"	,"320282000083763"	,宜兴市东方印铁制罐有限公司
"2570"	,"320282000087277"	,宜兴市伟达印铁制罐有限公司
"2572"	,"913202821428931902"	,宜兴市鹏隆彩印包装有限公司
"2577"	,"320282739409496E"	,宜兴市新华广告印务有限公司
"2582"	,"91320282736527796G"	,宜兴市华瑞包装有限公司
"2583"	,"320282000026353"	,宜兴市荣发印铁制罐有限公司
"2584"	,"913202827394098082"	,宜兴市山支岗印铁制罐有限公司
"2586"	,"320282000078862"	,宜兴市长江集装袋有限公司
"3494"	,"91320282774677365Q"	,宜兴市丁蜀电子仪器标牌厂（普通合伙）
"2634"	,"320281000191972"	,江阴市颢丰彩印厂（普通合伙）
"2643"	,"91320211744820933C"	,无锡远东印务有限公司
"2648"	,"91320200740681497C"	,江苏联通纪元印务股份有限公司
"3497"	,"92320281MA1R12CY9G"	,江阴市南闸镇武成印刷贴花厂
"2479"	,"91320205703552397N"	,无锡市通源塑胶制品有限公司
"2480"	,"320205000201511110075"	,无锡市圣超包装厂
"2771"	,"913202067691062428"	,无锡市玉丰彩印有限公司
"2865"	,"91320214766548416L"	,无锡欧亚钛科技有限公司
"2775"	,"913202147149041321"	,贝迪科技（无锡）有限公司
"3510"	,"91320282780283629U"	,宜兴市普辉纸制品有限公司
"2776"	,"91320281780260857G"	,江苏天顺印业有限公司
"2777"	,"913202067796629988"	,无锡市怡帆包装有限公司
"2778"	,"91320211752042684J"	,无锡市芝凯印刷有限公司
"2779"	,"913202117186353989"	,无锡市瑞龙印刷有限公司
"2782"	,"91320214778665257B"	,无锡市苏信包装印刷有限公司
"2787"	,"320282000139666"	,宜兴市广达标牌有限公司
"2794"	,"91320214782737532H"	,无锡市豪杰彩印有限公司
"2795"	,"91320281782050335B"	,江阴市龙腾包装有限公司
"2793"	,"913202137802745626"	,无锡市润达包装装潢材料有限公司
"2797"	,"91320281714144137U"	,江阴市申圩包装有限公司
"2800"	,"91320211786328939G"	,无锡市黄盛包装制品有限公司
"2801"	,"9132028170351565XG"	,江阴申龙制版有限公司
"2802"	,"913202817899013905"	,江阴市万兴印务有限公司
"2805"	,"91320214607921957Y"	,力达科技（无锡）有限公司
"1819"	,"91320200797446295G"	,无锡市顺淇印务有限公司
"1858"	,"913202067395539223"	,无锡市惠山印刷包装厂
"2804"	,"91320281780260953R"	,江阴市洋洋印务有限公司
"2817"	,"320281000153546"	,江阴市国诚印务有限公司
"2818"	,"91320281785977515G"	,江阴联通宝丰新材料包装有限公司
"2824"	,"913202007919551360"	,江苏利特尔绿色包装股份有限公司
"2823"	,"9132021179198149XN"	,无锡市鸿峰印刷有限公司
"2820"	,"9132020578909834XQ"	,无锡市友盛包装材料有限公司
"2816"	,"91320281792311973D(1/1)"	,江阴双惠彩印有限公司
"2825"	,"320200000119725"	,无锡九宫格印务有限公司
"2827"	,"320281000097472"	,无锡宏基纸业包装有限公司
"3514"	,"91320205793332901T"	,无锡市华锐印刷科技有限公司
"2828"	,"913202057610335791"	,无锡市富纳包装材料有限公司
"2831"	,"91320205792343801X"	,无锡市新马包装装潢有限公司
"2832"	,"91320205792343588T"	,无锡固达包装制品有限公司
"2835"	,"320213000058411"	,无锡梁鸿金属软管有限公司
"2838"	,"91320281793816324G"	,江阴市佳禾印务有限公司
"2840"	,"91320205793835963R"	,无锡市禾诚包装制品有限公司
"1837"	,"9132020078991567X8"	,无锡金鸿印刷有限公司
"2848"	,"913202057974139526"	,无锡市祥龙印刷包装有限公司
"2849"	,"91320205796143487M"	,无锡润羊印刷包装有限公司
"2845"	,"91320205661347749A"	,无锡余璐印务有限公司
"2846"	,"91320205762431720D"	,无锡锡清车业有限公司
"2852"	,"91320211746249005R"	,无锡市吉利包装有限公司
"2856"	,"320213000061763"	,江苏申凯包装高新技术股份有限公司
"2860"	,"9132020570407784XY"	,无锡金龙纸品有限公司
"2858"	,"9132020379744752X7"	,无锡市龙舟包装印刷有限公司
"2868"	,"913202057890985180"	,无锡宇恒包装材料有限公司
"2875"	,"913202066649144111"	,无锡市华顺印务有限公司
"2879"	,"91320206796502582E"	,无锡瑞迪特精密机电有限公司
"2881"	,"91320205666384709E"	,无锡市万丰印刷有限公司
"2883"	,"91320281667603926D"	,江阴市富泽包装彩印有限公司
"2884"	,"91320281798635493C"	,江阴市鑫品印务有限公司
"3519"	,"91320205667604208Y"	,无锡市光鑫印务有限公司
"2894"	,"91320211668364699L"	,无锡市翰墨源印刷有限公司
"2892"	,"91320205668399007Q"	,无锡市奥太印刷包装有限公司
"2891"	,"91320205666819282"	,无锡市新力纸箱有限公司
"3520"	,"913202117990569950"	,无锡市延林印务有限公司
"3521"	,"92320282MA1QY93L3F"	,宜兴市张渚花园印刷厂
"2903"	,"91320281789901462X"	,江阴市福达包装材料有限公司
"2904"	,"320282000162842"	,宜兴市天盛印务有限公司
"2967"	,"91320281762409902H"	,升辉新材料股份有限公司
"2966"	,"9132020569794553X8"	,江苏联美工业标识科技有限公司
"2964"	,"91320205662712998W"	,无锡市三隆包装材料有限公司
"2968"	,"91320214MA1N56C85K"	,无锡延嘉创意快印有限公司
"2969"	,"91320281692574880D"	,无锡市通和包装材料有限公司
"2970"	,"91320281693324592X"	,江阴市科诺塑业有限公司
"2973"	,"91320281699366822A"	,江阴市新亚彩印有限公司
"2972"	,"91320281693329465J"	,江阴市恒强包装材料有限公司
"2976"	,"91320205551167595L"	,无锡市艺之彩印刷包装有限公司
"2975"	,"91320206711539299E"	,无锡市江南保护膜有限公司
"3527"	,"91320281142243171E"	,江阴市现代办公设备有限公司
"2977"	,"320281000237880"	,江阴市麒麟包装材料有限公司
"2978"	,"91320205551214750J"	,无锡友好印务有限公司
"2979"	,"320200400034055"	,思德科科技（无锡）有限公司
"2980"	,"91320281555880486T"	,江阴中融印刷有限公司
"2981"	,"91320281694501466P"	,江阴市豪格包装制品有限公司
"3529"	,"91320211553781775K"	,无锡一飞彩印有限公司
"2982"	,"91320205559318976K"	,无锡新泰彩印包装有限公司
"2985"	,"91320281550215831C"	,江阴诚公转印包装材料有限公司
"2986"	,"913202816933246481"	,江阴市盛达彩印有限公司
"2983"	,"91320205558065751R"	,无锡市文佳印刷有限公司
"2988"	,"913202057206136495"	,无锡市天成印刷有限公司
"2990"	,"913202057520402594"	,无锡市悦丰包装有限公司
"2995"	,"9132020556296221XE"	,无锡光博印刷有限公司
"2999"	,"91320205552544778J"	,无锡市海盛纸品有限公司
"3530"	,"320204000067657"	,无锡市惠钱印刷有限公司
"3000"	,"913202056967595168"	,无锡骏业包装箱有限公司
"3001"	,"91320205687166890M"	,无锡恒顺包装材料有限公司
"3531"	,"91320205565318729M"	,无锡市恒诚印刷有限公司
"3003"	,"91320205565330656F"	,无锡金湖彩印包装有限公司
"3532"	,"91320203690250313K"	,无锡科嘉图文快印有限公司
"1940"	,"91320205A80641432A"	,无锡市美露纸制品厂
"2716"	,"320282000222411"	,宜兴市吉兴彩印包装有限公司
"1939"	,"913202057290288924"	,无锡市昌盛彩印包装厂
"3032"	,"320282000015234"	,宜兴市人民印刷有限公司
"3226"	,"91320282713204062M"	,宜兴市正达广告印务有限公司
"3229"	,"320282000149484"	,宜兴市亚晨纸品印务有限公司
"2228"	,"320282000052378"	,宜兴市宏毅印铁厂
"2238"	,"91320282729329687N"	,宜兴市华昌印铁制罐有限公司
"2905"	,"913202057938360188"	,无锡市凯凯包装材料有限公司
"2901"	,"91320281662734329N"	,江阴市东伟纸箱有限公司
"3523"	,"913202046696445105"	,无锡市嘉豪印刷有限公司
"2899"	,"9132020567199143XW"	,无锡市首创彩印包装有限公司
"2911"	,"913202031361301035"	,无锡市西新印刷有限公司
"2909"	,"320281000159279"	,江阴金盛纸制品有限公司
"2908"	,"320281000211121"	,江阴市彩虹印刷有限公司
"2912"	,"9132028167390010XG"	,江阴市华腾彩色印务有限公司
"2913"	,"91320205670126892F"	,无锡红豆包装装潢印刷有限公司
"2916"	,"320213000091719"	,无锡富成印务有限公司
"2918"	,"91320205679825139R"	,无锡市森德印刷有限公司
"2922"	,"91320281675468461Q"	,江阴市富鼎包装制品有限公司
"2925"	,"91320211678956030Q"	,无锡紫光印刷制品有限公司
"2928"	,"913202056627131810"	,无锡震天包装制品有限公司
"2929"	,"91320281682187836U"	,江阴市明创电器装饰件有限公司
"2933"	,"91320281684921766G"	,江阴市美标印刷有限公司
"2932"	,"320206000125552"	,无锡斯姆特包装制品有限公司
"2931"	,"91320205681114272D"	,无锡市永鑫包装制品有限公司
"2934"	,"91320206682956535A"	,无锡市荣昌包装材料有限公司
"2935"	,"91320206746805761P"	,无锡市奥盾胶粘制品有限公司
"2939"	,"91320281685870155D"	,江阴新盛工印刷有限公司
"2938"	,"913202817244364836"	,江阴市华亨服装有限公司
"2942"	,"913202007705075960"	,佐藤电子（无锡）有限公司
"2940"	,"91320206753213035J"	,无锡市金昊胶粘制品有限公司
"2943"	,"320205000124027"	,无锡市博凯印刷有限公司
"2944"	,"91320211734396569X"	,无锡市金谷塑业有限公司
"2945"	,"913202056913204679"	,无锡市石花印刷包装有限公司
"2946"	,"913202066955476181"	,无锡国圣印刷有限公司
"2952"	,"91320281745566025K"	,江阴市东盛包装有限公司
"2949"	,"91320281693394208C"	,江阴市科佳印刷有限公司
"2950"	,"91320211693354417A"	,无锡市永创印刷有限公司
"2951"	,"320281000256218"	,江阴市云飞纸品包装有限公司
"2953"	,"9132028174556509XX"	,江阴市富士电器配件有限公司
"2955"	,"91320205692584309A"	,无锡市世纪星包装材料有限公司
"2956"	,"9132020567894234K"	,无锡市通成包装制品有限公司
"2959"	,"913202817641960906"	,江阴市新飞洋塑业有限公司
"3524"	,"91320281696713796K"	,江阴市海阔印刷有限公司
"2960"	,"91320205696762475T"	,无锡市和谐彩印有限公司
"2961"	,"913202057413074051"	,无锡市溢彩涂装有限公司
"3525"	,"91320281697884642J"	,江阴市爱特数码彩印有限公司
"2726"	,"913202817439196592"	,安氏宏昌（江阴）彩印包装有限公司
"2725"	,"91320206714922226G"	,无锡市国安塑料包装厂
"2724"	,"913202117589757339"	,无锡市盛光印刷有限公司
"2722"	,"9132021113590455X8"	,无锡市长城文化用品厂有限公司
"3505"	,"91320204759699662A"	,无锡市玲彩印刷有限公司
"3504"	,"320282000049275"	,宜兴市雨文印务有限公司
"2718"	,"91320205763576876N"	,无锡梓旺印务有限公司
"2730"	,"913202057558667859"	,无锡英维特彩印包装有限公司
"2734"	,"913202817624117892"	,江苏坤达电器装饰有限公司
"2733"	,"91320281757954180J"	,江阴市新宝纸箱有限公司
"2742"	,"91320214766545311R"	,无锡普特卡夫印刷有限公司
"2737"	,"91320214136228573M"	,无锡市信谊实业有限公司
"2740"	,"320205000071610"	,无锡市万象包装装璜有限公司
"2751"	,"320200400016137"	,无锡联合包装有限公司
"2745"	,"320282000093417"	,宜兴市宏盛塑胶有限公司
"2747"	,"91320205760532309X"	,无锡达方纸业有限公司
"2749"	,"91320205769129268K"	,无锡市嘉穗包装印刷有限公司
"2752"	,"91320281762411201L"	,江阴市禾丰塑业包装有限公司
"2756"	,"320206000086672"	,无锡市龙升传感科技有限公司
"2762"	,"913202057546001764"	,无锡冈桥包装有限公司
"2767"	,"913202817437025136"	,江阴市永茂包装有限公司
"2769"	,"320205000059140"	,无锡市恒达包装材料有限公司
"2259"	,"320282000092395"	,宜兴市月盛包装有限公司
"2265"	,"91320282X07998547L"	,宜兴市徐舍纸箱厂
"2269"	,"9132028214287693X9"	,宜兴市星光塑业有限公司
"2271"	,"913202822502677795"	,宜兴市华兴服饰辅料有限公司
"2431"	,"91320205703541620U"	,无锡市汇丰彩印厂
"3411"	,"92320282MAD9XGMD9F"	,宜兴市南新新区丝网印刷厂
"3453"	,"320282600038205"	,宜兴市圣元印刷厂
"3455"	,"92320282MA1NW9P67A"	,宜兴市宜城宜邮印刷厂
"2552"	,"913202827265601704"	,宜兴市金阳彩印有限公司
"2553"	,"320282000103179"	,宜兴市鑫一包装制品有限公司
"2557"	,"320282000127622"	,宜兴市华艺包装有限公司
"2558"	,"913202826283681267"	,宜兴市兴美装璜彩印厂
"2559"	,"91320282250310677J"	,宜兴市太华包装箱厂
"2571"	,"91320282743742654G"	,宜兴市鲸塘制袋有限公司
"2638"	,"9132028214285639XX"	,宜兴市吴墟印刷有限公司
"2698"	,"32028200020160406146"	,宜兴市云天彩印包装有限公司
"2699"	,"91320282745569808C"	,宜兴市陶都除尘设备有限公司
"2701"	,"320282000118687"	,宜兴市宏展标牌有限公司
"2743"	,"320282000124556"	,宜兴市华业包装有限公司
"2746"	,"320282000115709"	,宜兴市洪林制箱有限公司
"2788"	,"320282000243203"	,宜兴市云仪标牌有限公司
"2814"	,"91320282784966718E"	,无锡市云溪印务有限公司
"2821"	,"913202827890673919"	,宜兴市丰伟包装有限公司
"2829"	,"320282000027274"	,宜兴市广茂包装科技有限公司
"2833"	,"320282000150190"	,宜兴市帝博印铁制罐有限公司
"2836"	,"913202827746791092"	,宜兴市友信包装有限公司
"2841"	,"91320282757960839A"	,宜兴市长乐塑业有限公司
"2888"	,"320282000118839"	,宜兴市天润包装有限公司
"2895"	,"9132028266083617XH"	,宜兴市潮鑫纸制品有限公司
"2893"	,"913202827448129921"	,无锡市银星集装袋有限公司
"2914"	,"91320282741320693W"	,宜兴市富强包装材料有限公司
"2947"	,"91320282685347700P"	,宜兴市宏源印铁制罐有限公司
"2963"	,"91320282693384835Y"	,宜兴市瑞丰包装制品制造有限公司
"2992"	,"3202820002502289"	,宜兴市宏亮彩印包装有限公司
"2993"	,"320282000236678"	,宜兴市阳诚包装有限公司
"3004"	,"91320282607993942J"	,宜兴市益民包装制品有限公司
"3017"	,"913202055546963619"	,无锡欣盛包装材料科技有限公司
"3192"	,"913202817301150537"	,江阴皓建纸业有限公司
"3206"	,"91320281142287641K"	,江阴市周庄伞湖装潢厂
"2657"	,"913202817500476681"	,江阴市首信防伪印刷有限公司
"1866"	,"913202067244305752"	,无锡市长安申达包装厂
"1873"	,"91320206724164924W"	,无锡市开源彩印有限公司
"1882"	,"91320206703550236P"	,无锡市西漳新街学校印刷厂
"3053"	,"320206600144199"	,无锡市惠山区长安阿三塑料印刷厂
"3060"	,"320206000048733"	,无锡市塘头美术印刷厂
"3061"	,"91320206A80637679H"	,无锡市寺头印刷厂
"3064"	,"91320206718604882C"	,无锡市华晶印刷厂
"3071"	,"320206600005557"	,无锡市石塘湾秦巷印刷厂
"3078"	,"913202067290347586"	,无锡市桃林塑料印刷制品厂
"3079"	,"91320206Ａ8062021Ｘ8"	,无锡市杨市彩印厂
"3080"	,"91320206A80619948B"	,无锡市桃林标牌厂（普通合伙）
"3132"	,"320213000054320"	,无锡市江达印刷有限公司
"3088"	,"913202057035493078"	,无锡市利源印刷装订厂
"3091"	,"91320205628282306H"	,无锡市张泾文化卫生用品有限公司
"1912"	,"91320205729028577G"	,无锡申大包装材料有限公司
"1929"	,"91320205725204449X"	,无锡文教印务有限公司
"1933"	,"320213000016847"	,无锡市中寅彩印包装厂
"1943"	,"91320205717440636G"	,无锡市八士友信印刷包装材料厂
"1949"	,"9132020573249048XD"	,无锡市亿加能包装有限公司
"3332"	,"91320202628370082D"	,无锡市锡龙装璜印刷厂
"2598"	,"91320205726535725W"	,无锡鹅湖彩印有限公司
"2600"	,"91320214MAIMK3348R"	,无锡市金泰彩印包装厂
"3406"	,"320282600012859"	,宜兴市南新镇北新彩印厂
"3438"	,"320282000056262"	,宜兴市陶都洛敖印刷厂
"2546"	,"913202827289969558"	,宜兴市荣烽塑料彩印有限公司
"2549"	,"91320282726560728R"	,宜兴市高鑫包装制品有限公司
"2573"	,"9132028271868865XE"	,宜兴市长风集装袋有限公司
"2637"	,"320205000202006010200"	,无锡市明港印刷有限公司
"2673"	,"91320281745567343P"	,无锡利多顺包装有限公司
"2694"	,"91320281739424573M"	,江阴市泽华塑料精饰有限公司
"2731"	,"9132020672063807X6"	,无锡市申华电子有限公司
"3506"	,"320213000059287"	,无锡市吉化印刷有限公司
"2761"	,"91320205769128898H"	,无锡巍强纸业有限公司
"2783"	,"320205000077704"	,无锡三林科技发展有限公司
"2822"	,"91320214789915506D"	,无锡市春阳印刷包装有限公司
"3516"	,"91320205797414779R"	,无锡市红霞印刷有限公司
"2851"	,"913202817605328278"	,江阴市昌鑫包装科技有限公司
"2857"	,"91320206798335204F"	,无锡市巨力包装材料有限公司
"2987"	,"91320205550278488J"	,无锡市邦达包装材料有限公司
"2989"	,"913202066282770726"	,无锡市万丰保护膜有限公司
"3019"	,"91320281737813102K"	,江阴市枫明塑料装饰有限公司
"3533"	,"91320281628423391B"	,江阴市东亚包装有限公司
"1885"	,"320206000059951"	,无锡市华泰医药包装有限公司
"1891"	,"320206000015395"	,无锡市锡洪包装彩印厂
"3246"	,"9132028214284337XE"	,宜兴市阳泉纸品有限公司
"3253"	,"320282000072162"	,宜兴市津津塑料包装材料有限公司
"2254"	,"91320282711598539J"	,宜兴市华法纸业有限公司
"3309"	,"91320206A80625299N"	,无锡市杨市兴达电标器材厂（普通合伙）
"1831"	,"320200000076801"	,无锡市江顺排版印刷有限公司
"3413"	,"320282600026093"	,宜兴市和桥润达彩印厂
"3417"	,"913202829782424430"	,宜兴市宏鑫厚膜电路厂
"3445"	,"320282000006736"	,宜兴市分水印刷有限公司
"3020"	,"913202057754283017"	,无锡鸿恒纸品有限公司
"3021"	,"913202136608060345"	,群伟创智能科技（江苏）有限公司
"1832"	,"913202111359288421"	,无锡市星联印刷有限公司
"1932"	,"913202057266546959"	,无锡市美亚达商务印刷有限公司
"2029"	,"91320281628422161M"	,江阴市德艺印刷厂
"2524"	,"913202111362157057"	,无锡市同兴和彩印包装有限公司
"2834"	,"91320205752040590D"	,无锡市春晨印刷包装有限公司
"3392"	,"320213000034550"	,无锡市贝斯卡勒印刷有限公司
"3219"	,"320282000172442"	,宜兴市新艺彩印厂
"3230"	,"320282000116167"	,无锡市宣卓印刷有限公司
"3240"	,"320282000097061"	,宜兴市吉利仪表元件有限公司
"2485"	,"91320206A806301945"	,无锡市堰桥包装箱厂
"2488"	,"320206000024628"	,无锡市稍塘彩印厂
"3306"	,"9132020671860943X8"	,无锡市海峰彩印厂
"2079"	,"913202812503908063"	,江阴市利美达彩印有限公司
"2089"	,"9132028172740927XB"	,江阴市春秋印刷包装有限公司
"2107"	,"91320281250412550P"	,江阴市金马针织有限公司
"2136"	,"9132028170351880XC"	,江阴市顾山香山纸箱厂
"2143"	,"91320281000059343E"	,江阴市新马商务印刷有限公司
"2175"	,"91320281250420382Y"	,江阴市金鑫印铁包装有限公司
"2178"	,"91320281142283173K"	,江阴市北国邓东彩印有限公司
"2192"	,"91320281703516433R"	,江阴市恒达彩色印刷厂
"2211"	,"91320281250368449C"	,江阴市北国创新彩印包装厂
"2216"	,"320281000056133"	,江阴市北国东风包装彩印有限公司
"3169"	,"92320281MA1PCY149H"	,江阴市北国文兰印刷厂
"2315"	,"91320214A80609109P"	,无锡市海江彩印厂
"2316"	,"320213000006222"	,无锡市锡山外贸包装有限公司
"2323"	,"320213000017495"	,无锡市南塘纸箱包装厂
"2340"	,"9132020529145297P"	,无锡市锡山东亚彩印厂
"2343"	,"913202057174410303"	,无锡市中峰彩印厂
"2351"	,"91320214836343759Y"	,无锡市鸿声中心塑料彩印有限公司
"2367"	,"91320205A806138025"	,无锡市鑫丰印刷有限公司
"2387"	,"320213600071921"	,无锡市双腾印刷包装厂
"2391"	,"913202061362217853"	,无锡江海彩色印刷有限公司
"2404"	,"91320214718604292X"	,无锡市新湖彩印厂
"2413"	,"913202147132874004"	,无锡市锡东金属软管厂
"2430"	,"913202057265360311"	,无锡市锡佳印刷包装有限公司
"2448"	,"913202057337735961"	,无锡市华宏彩印有限公司
"2453"	,"91320205733310284A"	,无锡市友虹印刷有限公司
"2463"	,"91320205A80636860A"	,无锡市金海岸彩印包装厂
"2466"	,"91320205740673286U"	,无锡市大江彩印包装有限公司
"2470"	,"91320205136311799W"	,无锡市东亭包装五金厂
"3270"	,"91320214A80620543E"	,无锡市后宅包装容器厂
"3271"	,"9132020573654510XW"	,无锡市福得标牌厂
"3286"	,"91320205711538974Y"	,无锡市羊尖兴达包装箱厂
"3291"	,"91320205250075945L"	,无锡市羊尖包装箱厂
"2623"	,"91320281142275149R"	,江阴市长泾兴达彩印有限公司
"2591"	,"91320205740673171M"	,无锡市锡山区东湖塘镇瑞达印刷厂
"2247"	,"320282000085708"	,无锡市永久印铁制罐有限公司
"2256"	,"91320282142825737U"	,宜兴市华盛包装材料有限公司
"2258"	,"320282000001716"	,宜兴恒盛包装印刷有限公司
"2106"	,"91320281716829578M"	,江阴市宏顺彩印有限公司
"2108"	,"91320281730116558A"	,江阴澄升彩印有限公司
"2115"	,"913202817273924470"	,江阴市亚东包装有限公司
"2119"	,"91320281724195069F"	,江阴东方塑料包装有限公司
"2120"	,"91320281718651718N"	,江阴市明星印刷有限公司
"2137"	,"91320281142269494M"	,江阴市华伟彩印有限公司
"2154"	,"913202816284237547"	,江阴市伊斯顿印铁厂
"2167"	,"91320281000192422H"	,江阴市利益装璜彩印厂
"2168"	,"913202817035164174"	,江阴市江海彩印有限公司
"2180"	,"91320281722246475H"	,江阴市昊亚涤塑包装有限公司
"2184"	,"91320281732266197A"	,江阴市双钱印务有限公司
"2189"	,"9132028125033111XC"	,江阴市永达复合包装有限公司
"2191"	,"913202811422529593"	,江阴市长泾港式彩印有限公司
"2197"	,"9132028125033509XU"	,江阴市长泾长新复膜厂
"2221"	,"913202817168363053"	,江阴市方园包装彩印厂
"2222"	,"91320281727392391W"	,江阴市广信防伪印刷有限公司
"3178"	,"92320281MA1NY6QT4N"	,江阴市澄江镇澄南迅达快印服务部
"12607"	,"91320205MA1MB5GR5F"	,无锡新雅万乐科技有限公司
"12617"	,"913202815866859826"	,江阴市浩天舟服饰有限公司
"12618"	,"91320281560295759H"	,江阴中德包装材料有限公司
"2702"	,"913202817579554078"	,江阴市顺鑫包装印刷有限公司
"2910"	,"91320281785978243K"	,江阴市双友包装材料有限公司
"2921"	,"91320211678342127Y"	,无锡市锡宜印务有限公司
"3023"	,"9132020572932726X3"	,无锡市熔熔办公自动化用品有限公司
"1812"	,"91320281145566367C"	,江阴市华力印务有限公司
"3024"	,"913202066763648675"	,无锡胜事达包装制品有限公司
"3025"	,"913202067746865010"	,无锡锡淮包装材料有限公司
"3026"	,"913202067691068591"	,无锡科建保护膜有限公司
"3028"	,"913202816944627783"	,江阴市汇诚包装材料有限公司
"3031"	,"91320205581099693D"	,无锡久龙纸品有限公司
"3029"	,"91320206585563369D"	,无锡市鑫琰包装有限公司
"3030"	,"91320205585535042D"	,无锡易杰印刷有限公司
"2203"	,"91320281142273805J"	,江阴市青阳华青彩印厂
"2538"	,"91320281718652550X"	,江阴市华业包装有限公司
"3012"	,"320282000246557"	,宜兴市华远印铁制罐科技有限公司
"10956"	,"320282000045143"	,宜兴市煜博彩印厂
"10832"	,"913202055823151165"	,无锡市友盟包装用品有限公司
"10836"	,"913202112500418414"	,无锡市新华印刷厂有限公司
"10838"	,"9132021174816016X8"	,无锡市大众印务有限公司
"10957"	,"91320211136222956W"	,无锡市溪洪印刷有限公司
"10844"	,"320282000058962"	,宜兴市金达印刷厂
"10894"	,"91320205573806415K"	,无锡顺和包装制品有限公司
"10895"	,"91320211703509217A"	,无锡市广大印刷有限公司
"10899"	,"9132028158995421XN"	,江阴市瑞源高科印刷有限公司
"10900"	,"913202817332969962"	,江阴市龙洲包装有限公司
"10903"	,"91320205583764570F"	,无锡泉山印务有限公司
"10901"	,"913202815911099124"	,江阴市金茂包装印刷有限公司
"10902"	,"91320282583776504B"	,宜兴市兴茂包装有限公司
"10898"	,"9132020658233048XE"	,无锡市方棱包装有限公司
"10937"	,"320282000233180"	,宜兴市起点包装制品有限公司
"10964"	,"91320206579492058C"	,无锡长隆包装材料有限公司
"10978"	,"913202815691600847"	,江阴市雅森纸品包装有限公司
"10980"	,"320204000079170"	,无锡市清风印刷有限公司
"11018"	,"91320282752748409N"	,宜兴市翔华包装材料有限公司
"11019"	,"320282000209460"	,宜兴市鸿亚包装制品有限公司
"11020"	,"91320281745565428C"	,江阴市腾弘包装有限公司
"11022"	,"320205000140512"	,无锡市悦达纸制品有限公司
"11023"	,"91320281142240253J"	,江阴市华厦包装材料有限公司
"11658"	,"320200M387442"	,无锡海彬包装制品有限公司
"11659"	,"91320211055246542P"	,无锡灵阳包装制品有限公司
"11661"	,"91320211074657566D"	,无锡紫鑫包装科技有限公司
"11670"	,"320213000158377"	,无锡华利特纸制品有限公司
"11738"	,"91320211085002100U"	,无锡市新久科技有限公司
"11835"	,"91320281301922033E"	,江阴市舒新印刷有限公司
"11841"	,"913202050645658520"	,无锡晨彩纸品包装有限公司
"11843"	,"91320281086969903D"	,江阴瑞杰包装材料有限公司
"11868"	,"320282000315757"	,无锡市金手指彩印有限公司
"11870"	,"320205000203502"	,无锡市梦虹包装材料有限公司
"11902"	,"320281000302972"	,江阴华晓包装箱有限公司
"11924"	,"91320205672006034C"	,无锡超达球业有限公司
"11933"	,"913202063021857338"	,无锡明丽包装材料有限公司
"11936"	,"91320205782705549H"	,无锡市良益辅料包装有限公司
"11943"	,"320281000253871"	,江阴市荣华纸箱有限公司
"11946"	,"91320211136213013U"	,无锡昌盛胶粘制品有限公司
"11947"	,"91320205757302086Q"	,无锡景兴纸业有限公司
"11959"	,"91320205765111765C"	,无锡市利众伟业科技有限公司
"11960"	,"913202810502605807"	,江阴市兴海包装材料有限公司
"11974"	,"913202820915121823"	,江苏奥宝印刷科技有限公司
